,0,1,2,3,4,5,6
0,Profit & Loss account of Quess Corp (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],7483.41,7740.23,5613.08,4410.81,3442.93,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],7483.41,7740.23,5613.08,4410.81,3442.93,
6,Total Operating Revenues,7483.41,7740.23,5613.08,4410.81,3442.93,
7,Other Income,30.38,47.55,47.23,46.30,16.21,
8,Total Revenue,7513.79,7787.78,5660.30,4457.11,3459.13,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,71.29,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,130.95,129.67,123.06,58.34,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,6818.76,6791.46,4560.07,3643.02,2945.97,
14,Finance Costs,63.46,96.80,63.60,46.21,38.91,
15,Depreciation And Amortisation Expenses,52.51,65.62,44.56,35.31,21.79,
16,Other Expenses,526.19,484.29,615.05,405.49,250.49,
17,Total Expenses,7532.22,7569.12,5412.96,4253.09,3315.49,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",-18.43,218.66,247.34,204.02,143.65,
19,Exceptional Items,-11.27,-526.12,0.00,0.00,0.00,
20,Profit/Loss Before Tax,-29.70,-307.46,247.34,204.02,143.65,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,70.15,0.00,52.31,42.05,30.81,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,29.45,-41.42,-40.18,18.05,
25,Tax For Earlier Years,0.00,0.00,5.18,-57.12,0.00,
26,Total Tax Expenses,70.15,29.45,16.06,-55.24,48.86,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,-99.85,-336.91,231.28,259.26,94.79,
28,Profit/Loss From Continuing Operations,-99.85,-336.91,231.28,259.26,94.79,
29,Profit/Loss For The Period,-99.85,-336.91,231.28,259.26,94.79,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),-6.76,-22.94,15.86,18.38,7.57,
33,Diluted EPS (Rs.),-6.67,-22.94,15.77,18.19,7.46,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,0.00,0.00,0.00,0.00,
42,Tax On Dividend,0.00,0.00,0.00,0.00,0.00,
43,Equity Dividend Rate (%),0.00,0.00,0.00,0.00,0.00,
