,0,1,2,3,4,5,6
0,Profit & Loss account of Praj Industries (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1088.54,919.53,903.55,686.69,750.06,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,5.00,29.79,
5,Revenue From Operations [Net],1088.54,919.53,903.55,681.69,720.28,
6,Total Operating Revenues,1088.54,941.85,923.27,696.97,729.43,
7,Other Income,16.69,33.78,28.38,26.32,19.45,
8,Total Revenue,1105.23,975.63,951.65,723.28,748.88,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,624.90,478.96,505.88,365.22,387.94,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",3.54,1.64,-2.66,1.05,-3.69,
13,Employee Benefit Expenses,143.17,133.87,132.40,121.73,121.31,
14,Finance Costs,2.33,2.45,0.68,0.86,0.73,
15,Depreciation And Amortisation Expenses,19.07,18.80,19.99,21.26,19.13,
16,Other Expenses,215.54,252.62,214.43,173.32,156.04,
17,Total Expenses,1008.55,888.33,870.73,683.44,681.45,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",96.68,87.30,80.92,39.85,67.43,
19,Exceptional Items,0.00,-9.76,0.00,0.00,0.00,
20,Profit/Loss Before Tax,96.68,77.55,80.92,39.85,67.43,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,25.43,17.34,15.85,10.62,13.57,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-4.50,2.67,-2.38,6.60,
25,Tax For Earlier Years,0.00,-0.01,0.00,0.13,0.40,
26,Total Tax Expenses,25.43,12.84,18.52,8.37,20.57,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,71.25,64.71,62.41,31.48,46.86,
28,Profit/Loss From Continuing Operations,71.25,64.71,62.41,31.48,46.86,
29,Profit/Loss For The Period,71.25,64.71,62.41,31.48,46.86,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),3.89,3.54,3.43,1.75,2.63,
33,Diluted EPS (Rs.),3.89,3.53,3.42,1.74,2.62,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,95.32,46.45,29.12,0.00,
42,Tax On Dividend,0.00,0.00,0.00,5.93,0.00,
43,Equity Dividend Rate (%),108.00,135.00,106.00,81.00,81.00,
