,0,1,2,3,4,5,6
0,Profit & Loss account of Symphony (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],488.00,714.24,522.12,684.92,662.02,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],488.00,714.24,522.12,684.92,662.02,
6,Total Operating Revenues,488.00,716.18,523.85,687.03,663.89,
7,Other Income,36.00,46.87,33.35,40.30,37.87,
8,Total Revenue,524.00,763.05,557.20,727.32,701.76,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,4.00,31.35,30.03,31.23,34.33,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-10.00,-5.69,10.59,-0.12,-22.82,
13,Employee Benefit Expenses,51.00,55.34,52.56,52.00,46.19,
14,Finance Costs,0.00,0.25,0.29,0.73,0.01,
15,Depreciation And Amortisation Expenses,5.00,5.94,4.26,4.35,3.51,
16,Other Expenses,69.00,103.89,75.84,94.70,99.85,
17,Total Expenses,377.00,521.23,393.35,472.12,459.85,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",147.00,241.82,163.85,255.21,241.92,
19,Exceptional Items,0.00,-1.55,-24.05,0.00,0.00,
20,Profit/Loss Before Tax,147.00,240.27,139.80,255.21,241.92,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,35.00,56.23,42.67,67.88,64.75,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-1.87,-3.55,4.93,2.55,
25,Tax For Earlier Years,0.00,0.00,-0.32,-0.56,-0.03,
26,Total Tax Expenses,35.00,54.36,38.80,72.25,67.27,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,112.00,185.91,101.00,182.96,174.65,
28,Profit/Loss From Continuing Operations,112.00,185.91,101.00,182.96,174.65,
29,Profit/Loss For The Period,112.00,185.91,101.00,182.96,174.65,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),16.06,26.57,14.44,26.15,24.96,
33,Diluted EPS (Rs.),16.06,26.57,14.44,26.15,24.96,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,171.39,31.48,27.98,19.24,
42,Tax On Dividend,0.00,35.23,6.47,5.70,3.92,
43,Equity Dividend Rate (%),250.00,1150.00,225.00,225.00,225.00,
