,0,1,2,3,4,5,6
0,Profit & Loss account of Gujarat Pipavav Port (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],733.46,686.33,658.07,595.28,623.32,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.00,0.00,
5,Revenue From Operations [Net],733.46,686.33,658.07,595.28,623.32,
6,Total Operating Revenues,733.46,735.37,701.98,648.90,683.10,
7,Other Income,44.20,50.87,45.24,37.05,35.36,
8,Total Revenue,777.66,786.24,747.22,685.95,718.46,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,127.07,144.24,118.51,121.29,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,67.15,56.69,59.69,52.89,48.42,
14,Finance Costs,6.31,7.38,0.37,0.35,0.40,
15,Depreciation And Amortisation Expenses,133.45,131.45,112.84,103.56,106.52,
16,Other Expenses,244.19,104.99,109.19,103.44,94.81,
17,Total Expenses,451.10,427.58,426.32,378.74,371.43,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",326.56,358.66,320.91,307.20,347.03,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,326.56,358.66,320.91,307.20,347.03,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,108.16,125.90,110.68,66.27,73.52,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-59.64,4.61,42.47,23.60,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.00,
26,Total Tax Expenses,108.16,66.25,115.28,108.74,97.12,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,218.40,292.40,205.63,198.46,249.91,
28,Profit/Loss From Continuing Operations,218.40,292.40,205.63,198.46,249.91,
29,Profit/Loss For The Period,218.40,292.40,205.63,198.46,249.91,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),4.52,6.05,4.24,4.10,5.17,
33,Diluted EPS (Rs.),4.52,6.05,4.24,4.10,5.17,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,188.54,164.37,169.22,96.69,
42,Tax On Dividend,0.00,38.76,33.79,34.45,19.68,
43,Equity Dividend Rate (%),45.00,56.00,35.00,34.00,38.00,
