,0,1,2,3,4,5,6
0,Profit & Loss account of Minda Corporation (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2288.75,2090.10,2329.20,1959.10,822.10,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,41.50,59.10,
5,Revenue From Operations [Net],2288.75,2090.10,2329.20,1917.60,763.00,
6,Total Operating Revenues,2288.75,2130.50,2370.80,1955.40,772.40,
7,Other Income,30.34,47.90,41.00,16.30,15.70,
8,Total Revenue,2319.09,2178.40,2411.80,1971.70,788.10,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,1380.69,1237.70,1456.00,1207.00,464.10,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-25.77,-19.50,-42.50,-24.20,3.30,
13,Employee Benefit Expenses,362.40,335.30,340.80,291.60,104.10,
14,Finance Costs,35.81,38.90,34.40,24.30,8.30,
15,Depreciation And Amortisation Expenses,89.71,82.30,61.50,49.00,19.50,
16,Other Expenses,266.60,267.80,281.00,235.80,112.90,
17,Total Expenses,2205.59,2012.60,2188.00,1823.70,721.30,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",113.50,165.80,223.80,148.00,66.80,
19,Exceptional Items,0.00,-366.60,4.30,0.00,0.00,
20,Profit/Loss Before Tax,113.50,-200.80,228.10,148.00,66.80,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,29.83,48.50,64.80,40.30,14.30,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-8.90,4.70,5.10,-2.20,
25,Tax For Earlier Years,0.00,0.70,-2.00,0.00,0.00,
26,Total Tax Expenses,29.83,40.30,67.50,45.40,12.10,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,83.67,-241.10,160.60,102.60,54.70,
28,Profit/Loss From Continuing Operations,83.67,-241.10,160.60,102.60,54.70,
29,Profit/Loss For The Period,83.67,-241.10,160.60,102.60,54.70,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),3.62,-10.61,7.15,4.90,2.61,
33,Diluted EPS (Rs.),3.62,-10.61,7.15,4.90,2.58,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,20.30,18.30,14.20,10.50,
42,Tax On Dividend,0.00,0.00,0.00,0.00,2.10,
43,Equity Dividend Rate (%),33.00,18.00,35.00,30.00,25.00,
