,0,1,2,3,4,5,6
0,Profit & Loss account of Bliss GVS Pharma (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],465.51,436.23,416.47,291.40,326.79,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,0.40,2.26,
5,Revenue From Operations [Net],465.51,436.23,416.47,291.00,324.53,
6,Total Operating Revenues,465.51,441.95,426.59,297.89,348.02,
7,Other Income,17.68,34.93,35.81,11.00,8.63,
8,Total Revenue,483.20,476.88,462.40,308.89,356.64,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,215.65,216.31,167.30,149.90,174.67,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-8.85,2.37,-3.68,-4.09,-6.93,
13,Employee Benefit Expenses,58.61,44.02,33.85,26.29,25.03,
14,Finance Costs,4.19,4.56,3.15,6.95,9.07,
15,Depreciation And Amortisation Expenses,13.76,8.83,5.75,5.67,5.62,
16,Other Expenses,62.14,61.04,74.49,37.33,54.27,
17,Total Expenses,392.01,355.17,342.39,222.05,261.73,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",91.19,121.71,120.01,86.84,94.91,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,91.19,121.71,120.01,86.84,94.91,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,23.69,31.81,44.51,30.20,35.72,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-2.53,0.14,-0.38,0.05,
25,Tax For Earlier Years,0.00,0.09,0.93,0.00,0.00,
26,Total Tax Expenses,23.69,29.38,45.58,29.82,35.77,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,67.50,92.33,74.43,57.01,59.13,
28,Profit/Loss From Continuing Operations,67.50,92.33,74.43,57.01,59.13,
29,Profit/Loss For The Period,67.50,92.33,74.43,57.01,59.13,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),6.54,8.95,7.22,5.53,5.73,
33,Diluted EPS (Rs.),6.40,8.95,7.22,5.53,5.73,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,12.41,10.31,6.19,6.18,
42,Tax On Dividend,0.00,0.00,2.09,1.23,0.00,
43,Equity Dividend Rate (%),50.00,50.00,100.00,100.00,60.00,
