,0,1,2,3,4,5,6
0,Profit & Loss account of GAIL India (in Rs. Cr.),Mar 20,Mar 19,Mar 18,Mar 17,Mar 16,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],71729.57,74807.98,53690.03,48788.75,52088.98,
4,Less: Excise/Sevice Tax/Other Levies,5.39,0.46,163.91,734.14,474.71,
5,Revenue From Operations [Net],71724.18,74807.52,53526.12,48054.61,51614.27,
6,Total Operating Revenues,71870.96,75126.30,53661.58,48148.85,51914.15,
7,Other Income,1416.84,1544.81,987.00,1176.27,857.70,
8,Total Revenue,73287.80,76671.11,54648.58,49325.12,52771.85,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,4411.97,4584.26,3712.42,3151.24,3335.16,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-598.62,-382.45,-34.12,42.29,411.55,
13,Employee Benefit Expenses,1519.25,1778.37,1301.46,1257.53,996.06,
14,Finance Costs,108.50,138.54,275.11,479.36,640.04,
15,Depreciation And Amortisation Expenses,1835.99,1550.22,1415.14,1396.78,1313.09,
16,Other Expenses,4621.79,4928.68,4289.31,4088.70,4455.18,
17,Total Expenses,65446.07,67259.96,47717.90,43615.57,49599.05,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",7841.73,9411.15,6930.68,5709.55,3172.80,
19,Exceptional Items,101.63,-326.33,27.69,-298.73,0.00,
20,Profit/Loss Before Tax,7943.36,9084.82,6958.37,5410.82,3172.80,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,2077.23,2464.26,1654.10,1319.52,685.77,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,595.78,
24,Deferred Tax,-1654.81,620.51,706.64,573.38,738.43,
25,Tax For Earlier Years,900.31,-25.62,-20.78,15.01,45.48,
26,Total Tax Expenses,1322.73,3059.15,2339.96,1907.91,873.90,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,6620.63,6025.67,4618.41,3502.91,2298.90,
28,Profit/Loss From Continuing Operations,6620.63,6025.67,4618.41,3502.91,2298.90,
29,Profit/Loss For The Period,6620.63,6025.67,4618.41,3502.91,2298.90,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),14.68,26.72,20.48,15.53,18.12,
33,Diluted EPS (Rs.),14.68,26.72,20.48,15.53,18.12,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,1788.72,1221.00,920.51,724.19,586.02,
36,Indigenous Raw Materials,2623.25,3363.26,2791.91,2427.05,27491.40,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,186.42,158.99,146.93,133.44,114.54,
39,Indigenous Stores And Spares,269.88,289.32,226.22,210.00,193.39,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,3285.63,1734.14,1750.50,1458.78,697.66,
42,Tax On Dividend,656.87,356.46,352.53,295.35,142.03,
43,Equity Dividend Rate (%),64.00,71.00,91.00,112.00,55.00,
