,0,1,2,3,4,5,6
0,Profit & Loss account of Procter & Gamble Health (in Rs. Cr.),Jun 20,Dec 19,Dec 18,Dec 17,Dec 16,
1,,18 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],1329.21,926.60,818.19,1088.57,1001.77,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.00,0.00,15.49,33.44,
5,Revenue From Operations [Net],1329.21,926.60,818.19,1073.08,968.33,
6,Total Operating Revenues,1355.86,926.60,848.99,1103.96,996.33,
7,Other Income,68.89,47.94,24.39,23.97,24.24,
8,Total Revenue,1424.75,974.54,873.38,1127.93,1020.57,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,416.10,298.49,245.52,236.56,240.24,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-13.03,-17.51,-3.47,2.29,-0.68,
13,Employee Benefit Expenses,182.93,124.21,131.27,169.64,148.67,
14,Finance Costs,0.00,0.00,0.00,0.00,0.00,
15,Depreciation And Amortisation Expenses,29.45,17.17,21.12,43.63,33.30,
16,Other Expenses,426.08,298.94,300.98,338.38,315.75,
17,Total Expenses,1069.90,740.18,721.96,992.74,910.35,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",354.85,234.36,151.42,135.19,110.22,
19,Exceptional Items,0.00,0.00,6.56,17.00,0.00,
20,Profit/Loss Before Tax,354.85,234.36,157.98,152.19,110.22,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,102.78,75.60,54.96,63.50,45.99,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,5.99,0.00,6.02,-10.24,-11.66,
25,Tax For Earlier Years,-8.00,0.00,-4.74,5.02,0.00,
26,Total Tax Expenses,100.77,75.60,56.24,58.28,34.33,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,254.08,158.76,101.74,93.91,75.89,
28,Profit/Loss From Continuing Operations,254.08,158.76,101.74,93.91,75.89,
29,Profit/Loss For The Period,254.08,158.76,838.72,93.91,75.89,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),153.00,95.64,505.30,56.60,45.70,
33,Diluted EPS (Rs.),153.00,95.64,505.30,56.60,45.70,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,33.50,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,206.74,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.26,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,3.74,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,730.37,0.00,24.90,18.26,18.26,
42,Tax On Dividend,150.16,0.00,5.15,3.72,3.72,
43,Equity Dividend Rate (%),4180.00,2300.00,4400.00,150.00,110.00,
