,0,1,2,3,4,5,6
0,Profit & Loss account of Gujarat State Petronet (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],2079.42,2368.79,1874.73,1324.01,1016.87,
4,Less: Excise/Sevice Tax/Other Levies,0.00,0.70,0.07,0.00,0.00,
5,Revenue From Operations [Net],2079.42,2368.09,1874.66,1324.01,1016.87,
6,Total Operating Revenues,2079.42,2368.57,1877.19,1331.75,1027.55,
7,Other Income,69.28,64.86,59.36,73.47,88.20,
8,Total Revenue,2148.69,2433.42,1936.55,1405.21,1115.76,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,0.00,0.00,0.00,0.00,0.00,
11,Operating And Direct Expenses,0.00,146.53,227.36,105.70,75.16,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",0.00,0.00,0.00,0.00,0.00,
13,Employee Benefit Expenses,59.16,61.91,64.55,43.20,38.84,
14,Finance Costs,92.92,164.54,219.20,35.41,59.58,
15,Depreciation And Amortisation Expenses,203.00,196.64,179.98,175.04,179.14,
16,Other Expenses,546.92,582.40,42.35,35.05,25.25,
17,Total Expenses,902.00,1154.83,733.76,394.40,377.97,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1246.69,1278.60,1202.78,1010.81,737.79,
19,Exceptional Items,0.00,0.00,0.00,0.00,0.00,
20,Profit/Loss Before Tax,1246.69,1278.60,1202.78,1010.81,737.79,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,316.00,300.81,388.20,324.75,221.51,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,0.00,
24,Deferred Tax,0.00,-113.03,26.23,26.75,30.45,
25,Tax For Earlier Years,0.00,-17.92,-6.32,-9.11,-10.81,
26,Total Tax Expenses,316.00,169.87,408.11,342.38,241.15,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,930.69,1108.73,794.67,668.43,496.64,
28,Profit/Loss From Continuing Operations,924.24,1108.73,794.67,668.43,496.64,
29,Profit/Loss For The Period,924.24,1108.73,794.67,668.43,496.64,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),16.38,19.66,14.09,11.86,8.81,
33,Diluted EPS (Rs.),16.38,19.66,14.09,11.85,8.81,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,112.81,98.68,84.57,84.52,
42,Tax On Dividend,0.00,15.52,14.15,17.22,17.21,
43,Equity Dividend Rate (%),20.00,20.00,20.00,18.00,15.00,
