,0,1,2,3,4,5,6
0,Profit & Loss account of Gujarat Gas (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,
1,,12 mths,12 mths,12 mths,12 mths,12 mths,
2,INCOME,,,,,,
3,Revenue From Operations [Gross],10042.28,10488.15,7962.48,6299.26,5194.87,
4,Less: Excise/Sevice Tax/Other Levies,188.03,226.15,208.07,165.02,145.26,
5,Revenue From Operations [Net],9854.25,10262.00,7754.41,6134.24,5049.61,
6,Total Operating Revenues,9854.25,10300.34,7754.41,6174.33,5092.61,
7,Other Income,74.03,83.66,111.28,35.68,26.32,
8,Total Revenue,9928.28,10384.00,7865.69,6210.01,5118.93,
9,EXPENSES,,,,,,
10,Cost Of Materials Consumed,6991.09,7881.62,6084.00,4678.61,3838.04,
11,Operating And Direct Expenses,0.00,0.00,0.00,0.00,0.00,
12,"Changes In Inventories Of FG,WIP And Stock-In Trade",-1.33,0.16,-1.05,-0.62,-0.13,
13,Employee Benefit Expenses,177.49,175.36,159.98,139.01,128.21,
14,Finance Costs,116.31,192.17,196.19,196.08,208.96,
15,Depreciation And Amortisation Expenses,340.84,317.98,288.01,271.82,257.33,
16,Other Expenses,599.18,608.93,526.84,462.27,383.19,
17,Total Expenses,8223.58,9176.22,7253.97,5747.17,4815.60,
18,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",1704.70,1207.78,611.72,462.84,303.33,
19,Exceptional Items,0.00,0.00,-17.87,0.00,0.00,
20,Profit/Loss Before Tax,1704.70,1207.78,593.85,462.84,303.33,
21,Tax Expenses-Continued Operations,,,,,,
22,Current Tax,429.20,294.25,132.43,121.21,64.49,
23,Less: MAT Credit Entitlement,0.00,0.00,0.00,0.00,16.95,
24,Deferred Tax,0.00,-279.79,44.39,50.27,35.84,
25,Tax For Earlier Years,0.00,0.00,0.00,0.00,0.45,
26,Total Tax Expenses,429.20,14.46,176.82,171.48,83.83,
27,Profit/Loss After Tax And Before ExtraOrdinary Items,1275.50,1193.32,417.03,291.36,219.50,
28,Profit/Loss From Continuing Operations,1275.50,1193.32,417.03,291.36,219.50,
29,Profit/Loss For The Period,1275.50,1193.32,417.03,291.36,219.50,
30,OTHER ADDITIONAL INFORMATION,,,,,,
31,EARNINGS PER SHARE,,,,,,
32,Basic EPS (Rs.),18.53,17.33,6.06,21.16,15.94,
33,Diluted EPS (Rs.),18.53,17.33,6.06,21.16,15.94,
34,"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",,,,,,
35,Imported Raw Materials,0.00,0.00,0.00,0.00,0.00,
36,Indigenous Raw Materials,0.00,0.00,0.00,0.00,0.00,
37,"STORES, SPARES AND LOOSE TOOLS",,,,,,
38,Imported Stores And Spares,0.00,0.00,0.00,0.00,0.00,
39,Indigenous Stores And Spares,0.00,0.00,0.00,0.00,0.00,
40,DIVIDEND AND DIVIDEND PERCENTAGE,,,,,,
41,Equity Share Dividend,0.00,68.84,55.07,41.30,34.42,
42,Tax On Dividend,0.00,14.15,11.32,8.41,7.01,
43,Equity Dividend Rate (%),100.00,63.00,50.00,40.00,30.00,
